CounterpartyID,EAD,PD,LGD,Industry,Country,Rating,Pillar_I_Capital_Requirement,Stressed_PD,Stressed_LGD,Capital_Requirement_CCAR,Expected_Credit_Loss_IFRS9,Stressed_PD_Internal,Stressed_LGD_Internal,Capital_Requirement_Internal_Stress_Test,Perc_Increase_Baseline_to_Severe
191,886607251.1879243,0.02482997886648544,0.5532436829066484,Services,US,AAA,152241868.51145962,0.03724496829972816,0.6638924194879781,274035363.32062733,12179349.48091677,0.04965995773297088,0.8298655243599726,456725605.5343789,200.00000000000006
192,69332445.63567911,0.09966004731264771,0.5396385406293436,Services,Germany,CCC,46609085.39952123,0.14949007096897157,0.6475662487552123,83896353.7191382,3728726.8319616984,0.19932009462529543,0.8094578109440154,139827256.1985637,200.0
193,991479636.3282764,0.12675742463947146,0.49841037108044745,Real Estate and Construction,France,BBB,782986527.5469141,0.19013613695920717,0.5980924452965369,1409375749.5844455,62638922.20375313,0.2535148492789429,0.7476155566206711,2348959582.6407423,200.0
194,862726722.0587369,0.18842950762223623,0.2577905913475034,Retail,UK,D,523840701.24300086,0.28264426143335436,0.30934870961700406,942913262.2374015,41907256.09944007,0.37685901524447246,0.38668588702125506,1571522103.7290025,199.99999999999997
195,868389489.6049504,0.18504171782822026,0.6124983287995094,Technology,Switzerland,C,1230266309.177519,0.2775625767423304,0.7349979945594113,2214479356.519535,98421304.73420154,0.37008343565644053,0.9187474931992641,3690798927.532558,200.00000000000006
196,629084349.4832289,0.12541691635279784,0.4253201222848753,Retail,China,AA,419460376.5789112,0.18812537452919675,0.5103841467418504,755028677.8420403,33556830.1263129,0.25083383270559567,0.637980183427313,1258381129.736734,200.00000000000009
197,225630824.15510908,0.10551537863100008,0.2102133658311484,Real Estate and Construction,South Korea,CC,62558241.23013753,0.15827306794650012,0.2522560389973781,112604834.21424755,5004659.298411002,0.21103075726200016,0.3153200487467226,187674723.69041258,200.0
198,798293463.172492,0.13357432462810537,0.6356334123516258,Retail,South Korea,AA,847231883.6443834,0.20036148694215805,0.762760094821951,1525017390.55989,67778550.69155067,0.26714864925621074,0.9534501185274388,2541695650.9331503,200.0
199,54746764.60913223,0.1857434436378919,0.2775842074842362,Real Estate and Construction,France,C,35283911.07821085,0.27861516545683784,0.3331010489810834,63511039.940779515,2822712.886256868,0.3714868872757838,0.41637631122635427,105851733.23463255,199.99999999999994
200,582533229.6028972,0.19827867977797284,0.6787499845241696,Energy and Utilities,Switzerland,AAA,979978546.2967368,0.29741801966695924,0.8144999814290035,1763961383.3341262,78398283.70373894,0.3965573595559457,1.0181249767862544,2939935638.8902106,200.00000000000006
201,439720475.50306344,0.016287163252789123,0.35573934575264204,Banking and Financial Services,China,A,31846671.88984524,0.024430744879183685,0.42688721490317044,57324009.40172144,2547733.7511876193,0.03257432650557825,0.533609018628963,95540015.66953571,199.99999999999997
202,750656425.147783,0.1942148968650938,0.5518445728040877,Technology,South Korea,D,1005658511.2861406,0.2913223452976407,0.6622134873649053,1810185320.315053,80452680.90289125,0.3884297937301876,0.8277668592061316,3016975533.8584213,199.99999999999997
203,24744364.063904423,0.16260533609368005,0.5418584714075997,Services,UK,AA,27252539.05760644,0.24390800414052008,0.6502301656891196,49054570.303691596,2180203.1246085153,0.3252106721873601,0.8127877071113996,81757617.17281933,200.00000000000006
204,387398718.2429929,0.024250919562432464,0.3061221071906167,Services,US,B,35949354.586736195,0.03637637934364869,0.36734652862874007,64708838.25612514,2875948.3669388955,0.04850183912486493,0.4591831607859251,107848063.76020858,199.99999999999994
205,477617307.12596655,0.16203189689769334,0.4634224099531789,Real Estate and Construction,UK,AA,448298841.26386356,0.24304784534654,0.5561068919438147,806937914.2749542,35863907.30110908,0.3240637937953867,0.6951336149297683,1344896523.7915905,199.99999999999994
206,153206866.25207788,0.13590025296529687,0.691422600560218,Manufacturing,Switzerland,AAA,179950094.40657398,0.20385037944794532,0.8297071206722616,323910169.9318332,14396007.552525919,0.27180050593059374,1.037133900840327,539850283.219722,200.00000000000006
207,415305466.596665,0.18209020885794042,0.7831878323536956,Real Estate and Construction,France,AAA,740338247.169348,0.27313531328691065,0.9398253988244347,1332608844.9048266,59227059.773547836,0.36418041771588083,1.1747817485305434,2221014741.508044,199.99999999999997
208,910567208.375262,0.09698148351780392,0.2108990521241157,Services,Switzerland,AAA,232801337.08693004,0.1454722252767059,0.2530788625489388,419042406.756474,18624106.966954403,0.19396296703560784,0.31634857818617357,698404011.2607901,200.0
209,469165589.970827,0.10563430796583921,0.2879925098076753,Real Estate and Construction,US,B,178411296.5321318,0.1584514619487588,0.34559101176921037,321140333.7578372,14272903.722570542,0.21126861593167842,0.431988764711513,535233889.5963953,199.99999999999994
210,252524401.43904993,0.16908952928203252,0.5704637427637127,Manufacturing,Germany,BBB,304479547.47153187,0.2536342939230488,0.6845564913164552,548063185.4487574,24358363.79772255,0.33817905856406505,0.855695614145569,913438642.4145956,200.0
211,532802725.9706445,0.10191968095866455,0.20150786378303898,Energy and Utilities,China,C,136781230.2800491,0.15287952143799682,0.24180943653964676,246206214.50408837,10942498.422403926,0.2038393619173291,0.30226179567455846,410343690.84014726,200.0
212,61781592.14929396,0.11000990126226119,0.6547940104594072,Banking and Financial Services,China,CC,55629554.5295937,0.1650148518933918,0.7857528125512886,100133198.15326867,4450364.362367496,0.22001980252452238,0.9821910156891108,166888663.5887811,199.99999999999997
213,294974274.2209106,0.05642818700923086,0.5498077452704716,Manufacturing,China,C,114393435.95031795,0.08464228051384629,0.6597692943245659,205908184.7105723,9151474.876025436,0.11285637401846171,0.8247116179057075,343180307.8509539,200.00000000000006
214,783853104.948648,0.07278027729218475,0.6037187240249067,Technology,China,D,430519718.2487961,0.10917041593827713,0.724462468829888,774935492.8478329,34441577.45990369,0.1455605545843695,0.90557808603736,1291559154.7463882,199.99999999999997
215,642272335.9960064,0.06465319132274927,0.5745445364998003,Real Estate and Construction,South Korea,AA,298224209.06072575,0.0969797869841239,0.6894534437997604,536803576.3093064,23857936.72485806,0.12930638264549854,0.8618168047497005,894672627.1821773,200.00000000000006
216,24960866.736122534,0.018676011394666212,0.5594082739582358,Real Estate and Construction,China,B,3259737.9636851973,0.02801401709199932,0.6712899287498829,5867528.334633356,260779.03709481578,0.037352022789332424,0.8391124109373537,9779213.891055591,199.99999999999997
217,570306122.7064757,0.12077642005444475,0.26144743550427313,Services,South Korea,C,225104711.96446913,0.1811646300816671,0.31373692260512775,405188481.5360445,18008376.95715753,0.2415528401088895,0.3921711532564097,675314135.8934075,200.00000000000006
218,218122740.36299855,0.17010378573006385,0.34113484891279633,Banking and Financial Services,US,BBB,158216227.41876292,0.2551556785950958,0.4093618186953556,284789209.3537733,12657298.193501035,0.3402075714601277,0.5117022733691945,474648682.2562887,199.99999999999994
219,975774066.0127487,0.15635940416465222,0.47835046540919024,Technology,South Korea,D,912282810.77994,0.23453910624697832,0.5740205584910283,1642109059.4038916,72982624.8623952,0.31271880832930443,0.7175256981137854,2736848432.33982,199.99999999999997
220,783903308.6977599,0.05685127151749655,0.4006342975887179,Retail,France,BB,223182849.76634523,0.08527690727624482,0.48076115710646145,401729129.57942134,17854627.98130762,0.1137025430349931,0.6009514463830768,669548549.2990357,199.99999999999997
221,128780191.12847693,0.12139884091316105,0.6698363161956056,Energy and Utilities,South Korea,CC,130900802.2818524,0.18209826136974158,0.8038035794347267,235621444.10733432,10472064.182548191,0.2427976818263221,1.0047544742934083,392702406.84555715,199.99999999999997
222,386160132.00331366,0.10318182470053812,0.6051638008600775,Manufacturing,China,AAA,301407179.5067355,0.15477273705080719,0.726196561032093,542532923.112124,24112574.36053884,0.20636364940107624,0.9077457012901162,904221538.5202065,199.99999999999994
223,490479661.87316585,0.16514524535890193,0.3868822258560345,Retail,China,D,391720111.2149084,0.24771786803835288,0.4642586710272414,705096200.1868352,31337608.897192676,0.33029049071780386,0.5803233387840517,1175160333.6447253,200.00000000000006
224,183189342.0784327,0.07716118538984182,0.7706535427614403,Technology,China,BB,136165876.52001065,0.11574177808476273,0.9247842513137283,245098577.7360191,10893270.121600851,0.15432237077968364,1.1559803141421603,408497629.5600319,199.99999999999994
225,704579569.6103593,0.016953420703638887,0.5865451614628885,Retail,US,AA,87578772.69664666,0.02543013105545833,0.7038541937554662,157641790.85396397,7006301.815731733,0.033906841407277774,0.8798177421943327,262736318.08993998,200.0
226,841537381.5085454,0.17858240428384808,0.7079751002935655,Energy and Utilities,Germany,BBB,1329964579.3565013,0.2678736064257721,0.8495701203522785,2393936242.8417025,106397166.3485201,0.35716480856769617,1.061962650440348,3989893738.069504,199.99999999999994
227,5460130.794174444,0.13735328133559888,0.7427511727237945,Real Estate and Construction,Switzerland,B,6962984.755525979,0.2060299220033983,0.8913014072685534,12533372.559946762,557038.7804420784,0.27470656267119775,1.1141267590856918,20888954.26657794,200.00000000000006
228,134090164.74673946,0.04455310745543782,0.3185799538275618,Technology,China,AA,23790489.756754946,0.06682966118315672,0.3822959445930742,42822881.56215889,1903239.1805403957,0.08910621491087564,0.47786993074134276,71371469.27026483,199.99999999999997
229,284179376.31520075,0.049083789990149014,0.43863871617790795,Retail,South Korea,CCC,76479954.48815197,0.07362568498522352,0.5263664594134895,137663918.0786735,6118396.359052157,0.09816757998029803,0.6579580742668619,229439863.4644559,200.0
230,984126117.4271282,0.0856579724420979,0.23658137426496334,Banking and Financial Services,Germany,CCC,249292441.54454958,0.12848695866314686,0.283897649117956,448726394.7801893,19943395.323563967,0.1713159448841958,0.354872061397445,747877324.6336488,200.0
231,405123350.6216654,0.10051376442923862,0.28869268543988164,Manufacturing,China,BBB,146946283.88966668,0.15077064664385792,0.34643122252785796,264503311.00140005,11755702.711173335,0.20102752885847724,0.4330390281598224,440838851.66899997,199.99999999999994
232,171081711.01327685,0.07275702682599353,0.5524797442863632,Manufacturing,UK,BB,85961681.39235848,0.10913554023899029,0.6629756931436358,154731026.5062453,6876934.511388679,0.14551405365198705,0.8287196164295447,257885044.17707548,200.00000000000006
233,121806190.85408075,0.10797738578454248,0.5102799225775353,Technology,UK,B,83892022.50823453,0.16196607867681373,0.6123359070930423,151005640.51482216,6711361.800658762,0.21595477156908496,0.7654198838663029,251676067.5247036,200.0
234,901454807.5220711,0.1795655475374843,0.46251406523148747,Retail,Germany,BB,935840703.8776574,0.26934832130622643,0.5550168782777849,1684513266.9797833,74867256.3102126,0.3591310950749686,0.6937710978472312,2807522111.6329727,200.00000000000006
235,810433840.3580418,0.1296925344211288,0.6301774338019219,Banking and Financial Services,France,AA,827952467.2192518,0.19453880163169318,0.7562129205623063,1490314440.994653,66236197.37754014,0.2593850688422576,0.9452661507028829,2483857401.6577554,200.00000000000006
236,619681306.6990241,0.08021053851938958,0.35954393234279036,Manufacturing,US,BB,223389010.57050088,0.12031580777908438,0.43145271881134845,402100219.0269016,17871120.84564007,0.16042107703877917,0.5393158985141855,670167031.7115026,199.99999999999997
237,540155961.4122895,0.17348418523637807,0.4486682584521442,Energy and Utilities,France,AAA,525550463.3060492,0.2602262778545671,0.538401910142573,945990833.9508885,42044037.06448394,0.34696837047275614,0.6730023876782163,1576651389.9181478,200.00000000000006
238,777376607.7688359,0.14218737968528436,0.762929762426432,Real Estate and Construction,US,BBB,1054112805.5405481,0.21328106952792653,0.9155157149117183,1897403049.9729865,84329024.44324385,0.2843747593705687,1.144394643639648,3162338416.621644,199.99999999999997
239,318832387.7653637,0.12280753117275918,0.5402542018130808,Technology,France,BB,264420790.1541702,0.18421129675913878,0.648305042175697,475957422.27750635,21153663.212333616,0.24561506234551836,0.8103813027196212,793262370.4625105,199.99999999999997
240,640214802.4841554,0.10813845145798272,0.6088600994487865,Energy and Utilities,Switzerland,CCC,526906292.10666734,0.16220767718697407,0.7306321193385438,948431325.7920012,42152503.36853339,0.21627690291596544,0.9132901491731797,1580718876.320002,200.00000000000006
241,737108595.9505756,0.026689039467280892,0.647298301174168,Energy and Utilities,France,D,159176481.2527261,0.04003355920092134,0.7767579614090016,286517666.25490695,12734118.500218088,0.053378078934561785,0.970947451761252,477529443.7581783,199.99999999999994
242,576073077.5174339,0.12265767613965178,0.46802860614747377,Energy and Utilities,China,B,413385008.40606785,0.18398651420947768,0.5616343273769685,744093015.1309221,33070800.67248543,0.24531535227930357,0.7020429092212106,1240155025.2182035,200.0
243,169563221.5319885,0.08566926282086569,0.45848567234973137,Technology,Switzerland,AAA,83251577.30805999,0.12850389423129854,0.5501828068196776,149852839.15450796,6660126.184644799,0.17133852564173138,0.687728508524597,249754731.92417988,199.9999999999999
244,985918891.6046802,0.11456251840364985,0.48212260235833676,Banking and Financial Services,France,A,680692938.9732189,0.17184377760547478,0.5785471228300041,1225247290.151794,54455435.117857516,0.2291250368072997,0.7231839035375052,2042078816.9196568,200.0
245,811384366.153815,0.03357235396242187,0.7172118197631192,Services,South Korea,B,244211369.99254328,0.05035853094363281,0.860654183715743,439580465.986578,19536909.599403463,0.06714470792484374,1.0758177296446787,732634109.9776298,199.99999999999997
246,491136316.2968599,0.15937373570555485,0.41816936937247634,Retail,South Korea,A,409148564.6890569,0.23906060355833228,0.5018032432469716,736467416.4403024,32731885.175124552,0.3187474714111097,0.6272540540587145,1227445694.0671706,200.0
247,620350205.4060045,0.10727164882217576,0.731169238173818,Retail,France,AAA,608204754.4910678,0.16090747323326363,0.8774030858085815,1094768558.083922,48656380.35928542,0.2145432976443515,1.096753857260727,1824614263.4732034,200.00000000000006
248,760315914.6743191,0.16787680592264392,0.22455009944171098,Energy and Utilities,China,BB,358268019.87683976,0.2518152088839659,0.26946011933005315,644882435.7783115,28661441.59014718,0.33575361184528785,0.33682514916256645,1074804059.6305192,199.99999999999997
249,459126598.47594774,0.04929432932779406,0.35170109592526266,Retail,China,AA,99497724.8683893,0.07394149399169109,0.4220413151103152,179095904.76310074,7959817.989471144,0.09858865865558812,0.527551643887894,298493174.60516787,199.99999999999997
250,739377088.6718743,0.18823599058152704,0.738433290705554,Real Estate and Construction,Germany,B,1284665121.8099682,0.28235398587229055,0.8861199488466648,2312397219.257943,102773209.74479745,0.3764719811630541,1.107649936058331,3853995365.4299045,199.99999999999994
251,773154969.9356146,0.11985509173596391,0.7596625926222682,Retail,Germany,CC,879941488.7915995,0.17978263760394586,0.9115951111467218,1583894679.8248792,70395319.10332796,0.23971018347192782,1.1394938889334023,2639824466.374799,200.00000000000006
252,459548382.1328663,0.024380284080662486,0.3246049511585826,Real Estate and Construction,China,AAA,45460599.2316968,0.03657042612099373,0.3895259413902991,81829078.61705425,3636847.938535744,0.04876056816132497,0.4869074267378739,136381797.69509038,199.99999999999997
253,188580359.69402698,0.06960635740098237,0.3302958582049538,Manufacturing,Switzerland,B,54194911.03650265,0.10440953610147355,0.3963550298459445,97550839.86570477,4335592.882920212,0.13921271480196473,0.49544378730743066,162584733.10950798,200.00000000000006
254,598169311.6274487,0.19671013243190857,0.6525475475564351,Energy and Utilities,UK,CCC,959782957.12332,0.29506519864786285,0.7830570570677221,1727609322.821976,76782636.5698656,0.39342026486381715,0.9788213213346526,2879348871.36996,199.99999999999997
255,554734550.4491816,0.12653348268343484,0.4168792636524688,Real Estate and Construction,UK,BB,365772443.45754373,0.18980022402515226,0.5002551163829625,658390398.2235786,29261795.476603497,0.2530669653668697,0.6253188954787032,1097317330.372631,199.99999999999997
256,500993192.13349164,0.08975193984077584,0.32339352716953534,Technology,Switzerland,BB,181767822.43051502,0.13462790976116376,0.3880722326034424,327182080.37492704,14541425.7944412,0.17950387968155168,0.485090290754303,545303467.2915449,199.99999999999991
257,59523441.150519624,0.18398136891645808,0.3363412354436768,Real Estate and Construction,China,CC,46041769.31679939,0.2759720533746871,0.40360948253241213,82875184.77023889,3683341.545343951,0.36796273783291616,0.5045118531655152,138125307.95039818,200.00000000000006
258,777785631.1362083,0.07864407746900996,0.3825105549985808,Retail,US,A,292468686.46683455,0.11796611620351494,0.45901266599829693,526443635.6403022,23397494.917346764,0.15728815493801993,0.5737658324978712,877406059.4005038,200.00000000000006
259,539169545.3115522,0.15195769451078397,0.6997927674680621,Banking and Financial Services,Switzerland,BB,716683674.7334508,0.22793654176617595,0.8397513209616745,1290030614.5202112,57334693.978676066,0.30391538902156795,1.0496891512020932,2150051024.2003527,200.00000000000006
260,431220800.8161176,0.037790365441602226,0.4738265953087615,Manufacturing,South Korea,AAA,96518428.00200036,0.05668554816240334,0.5685919143705137,173733170.40360063,7721474.240160029,0.07558073088320445,0.7107398929631422,289555284.0060011,200.00000000000006
261,815077328.3265121,0.14246034220719617,0.2762531672478202,Retail,Germany,AAA,400968333.3789107,0.21369051331079425,0.3315038006973842,721743000.0820392,32077466.670312855,0.28492068441439233,0.4143797508717303,1202905000.136732,199.99999999999997
262,197687806.37200376,0.10337355194128525,0.4229216466770804,Technology,Switzerland,CC,108033699.62939392,0.15506032791192786,0.5075059760124965,194460659.33290905,8642695.970351513,0.2067471038825705,0.6343824700156205,324101098.88818175,199.99999999999997
263,272409676.77361304,0.09067955588456565,0.39390067575368204,Manufacturing,UK,BB,121626624.57442035,0.13601933382684847,0.47268081090441844,218927924.23395658,9730129.965953628,0.1813591117691313,0.5908510136305231,364879873.72326106,200.00000000000006
264,640087316.6878806,0.05400574434553275,0.24566102245323207,Banking and Financial Services,UK,BB,106151331.49150097,0.08100861651829913,0.2947932269438785,191072396.68470177,8492106.519320078,0.1080114886910655,0.3684915336798481,318453994.4745029,200.0
265,390667979.26456463,0.1976166117748667,0.6939749214386962,Banking and Financial Services,South Korea,BB,669707333.1537921,0.29642491766230006,0.8327699057264354,1205473199.6768258,53576586.65230337,0.3952332235497334,1.0409623821580443,2009121999.4613762,199.99999999999994
266,303766219.9165678,0.033487676877577865,0.6388103289443776,Retail,Germany,D,81228127.15598348,0.0502315153163668,0.7665723947332531,146210628.88077024,6498250.172478678,0.06697535375515573,0.9582154934165664,243684381.4679504,199.99999999999994
267,255361319.16641828,0.04866346093678531,0.4613372591053181,Technology,South Korea,AAA,71661624.65288974,0.07299519140517796,0.5536047109263816,128990924.37520151,5732929.9722311795,0.09732692187357062,0.6920058886579772,214984873.95866925,200.00000000000006
268,486245055.8762146,0.08170815202460809,0.6209257137098496,Retail,Germany,A,308368668.04854625,0.12256222803691214,0.7451108564518195,555063602.4873832,24669493.4438837,0.16341630404921617,0.9313885705647744,925106004.1456387,199.99999999999994
269,775761335.4286678,0.034912871085665965,0.40322564522807214,Real Estate and Construction,South Korea,BB,136512321.91496262,0.05236930662849895,0.4838707742736865,245722179.44693273,10920985.75319701,0.06982574217133193,0.6048384678421082,409536965.7448878,199.99999999999994
270,805520632.0595512,0.18771165009860555,0.7615016085798572,Banking and Financial Services,US,AAA,1439291412.2680447,0.2815674751479083,0.9138019302958286,2590724542.08248,115143312.98144357,0.3754233001972111,1.1422524128697857,4317874236.804133,199.99999999999997
271,790779130.984782,0.18297246423784902,0.5004690298212215,Real Estate and Construction,UK,CCC,905165842.9383706,0.27445869635677356,0.6005628357854659,1629298517.2890673,72413267.43506965,0.36594492847569804,0.7507035447318323,2715497528.815112,200.00000000000006
272,885759605.4233512,0.09325662826057272,0.26672175474471904,Technology,Switzerland,A,275400061.3122128,0.13988494239085908,0.32006610569366284,495720110.361983,22032004.904977024,0.18651325652114545,0.40008263211707856,826200183.9366384,199.99999999999994
273,51691088.80878208,0.10355613212101841,0.4851091605706064,Services,South Korea,A,32459437.51945813,0.1553341981815276,0.5821309926847277,58426987.535024635,2596755.0015566503,0.20711226424203683,0.7276637408559096,97378312.55837439,200.0
274,982234643.0501014,0.02179721352218911,0.4160784763720878,Manufacturing,US,BB,111352889.0837,0.03269582028328367,0.4992941716465053,200435200.35065997,8908231.126696,0.04359442704437822,0.6241177145581317,334058667.25109994,199.99999999999994
275,427035030.29680854,0.16948084457178964,0.22046251398826353,Energy and Utilities,France,B,199447634.72182474,0.2542212668576844,0.2645550167859162,359005742.4992844,15955810.777745979,0.33896168914357927,0.3306937709823953,598342904.1654742,199.99999999999997
276,193789125.83783373,0.15829263221483036,0.40982587857145647,Energy and Utilities,Switzerland,C,157144612.43445224,0.23743894832224555,0.49179105428574776,282860302.38201404,12571568.994756179,0.31658526442966073,0.6147388178571846,471433837.30335665,199.99999999999994
277,970052760.5842638,0.08472489958760519,0.7858044906757811,Services,Switzerland,B,807292537.7909015,0.12708734938140778,0.9429653888109373,1453126568.0236228,64583403.02327213,0.16944979917521039,1.1787067360136716,2421877613.372705,200.00000000000006
278,825357140.5532556,0.10064658024453478,0.3557896192304788,Retail,South Korea,C,369440260.378591,0.15096987036680218,0.42694754307657456,664992468.6814638,29555220.83028728,0.20129316048906956,0.5336844288457182,1108320781.1357732,200.00000000000006
279,929793828.8314344,0.1352787413851055,0.6344016624873998,Services,UK,B,997448631.445439,0.20291811207765825,0.7612819949848798,1795407536.60179,79795890.51563512,0.270557482770211,0.9516024937310997,2992345894.3363166,199.99999999999997
280,523630572.0280094,0.09846001699456723,0.292483907334476,Manufacturing,US,BB,188493721.9905443,0.14769002549185084,0.3509806888013712,339288699.5829798,15079497.759243544,0.19692003398913446,0.43872586100171396,565481165.9716328,199.99999999999997
281,747994107.7657982,0.06190617486954943,0.30159229069991045,Energy and Utilities,South Korea,D,174567099.43550584,0.09285926230432415,0.36191074883989255,314220778.98391056,13965367.954840466,0.12381234973909885,0.45238843604986567,523701298.3065175,199.99999999999994
282,519944573.7365092,0.06652223418297352,0.3778945820963131,Real Estate and Construction,China,D,163382130.67431548,0.09978335127446028,0.4534734985155757,294087835.2137678,13070570.453945238,0.13304446836594705,0.5668418731444697,490146392.0229465,200.00000000000006
283,539910663.6976441,0.10828947152388597,0.20876883230933307,Services,Germany,BBB,152575153.1763878,0.16243420728582897,0.2505225987711997,274635275.71749806,12206012.254111024,0.21657894304777195,0.3131532484639996,457725459.5291634,200.00000000000006
284,951549463.4426291,0.1989608958481716,0.4901872184971284,Energy and Utilities,China,B,1160034999.080206,0.2984413437722574,0.588224662196554,2088062998.3443708,92802799.92641647,0.3979217916963432,0.7352808277456926,3480104997.2406178,200.0
285,738618626.6584557,0.10308587896111428,0.781895302238637,Technology,Switzerland,A,744180097.0336386,0.15462881844167142,0.9382743626863643,1339524174.6605494,59534407.76269109,0.20617175792222855,1.1728429533579554,2232540291.1009154,199.99999999999997
286,567211029.0406452,0.020601509789823547,0.36891854686694936,Energy and Utilities,South Korea,BBB,53887026.29676461,0.030902264684735323,0.4427022562403392,96996647.33417632,4310962.103741169,0.041203019579647095,0.553377820300424,161661078.89029384,200.0
287,393342529.16770774,0.18835212909154586,0.6018965372384564,Manufacturing,France,AAA,557408128.3586951,0.2825281936373188,0.7222758446861476,1003334631.0456511,44592650.268695615,0.3767042581830917,0.9028448058576846,1672224385.0760856,200.00000000000006
288,165163310.97579682,0.0681344702574456,0.7065686686468178,Services,UK,D,99390494.81186554,0.10220170538616839,0.8478824023761813,178902890.66135794,7951239.584949243,0.1362689405148912,1.0598530029702267,298171484.4355966,199.99999999999997
289,116614644.20084171,0.01756682157948126,0.7636736107474518,Real Estate and Construction,South Korea,BB,19555281.78732855,0.02635023236922189,0.9164083328969421,35199507.21719138,1564422.542986284,0.03513364315896252,1.1455104161211778,58665845.36198566,200.00000000000009
290,300366479.3910853,0.02373429466519894,0.21519579932273783,Services,France,B,19176599.431984976,0.03560144199779841,0.2582349591872854,34517878.977572955,1534127.954558798,0.04746858933039788,0.32279369898410676,57529798.29595493,200.0
291,693111540.8521272,0.04251557478081998,0.7070710547666095,Manufacturing,South Korea,BB,260449937.19747025,0.06377336217122997,0.8484852657199313,468809886.9554465,20835994.97579762,0.08503114956163996,1.0606065821499142,781349811.5924107,199.99999999999997
292,192361066.1469439,0.13048971733483278,0.24883975176223763,Manufacturing,France,CCC,78077021.65191191,0.19573457600224917,0.2986077021146851,140538638.97344142,6246161.732152953,0.26097943466966556,0.37325962764335646,234231064.95573577,200.00000000000006
293,132330674.45411545,0.07991735566683458,0.38803200284179007,Energy and Utilities,US,BB,51295490.82620888,0.11987603350025187,0.46563840341014806,92331883.48717599,4103639.2660967107,0.15983471133366917,0.5820480042626851,153886472.47862664,199.99999999999997
294,78679619.59616674,0.18428700781347257,0.6455912662210002,Retail,France,B,117010444.62999578,0.2764305117202088,0.7747095194652002,210618800.33399233,9360835.570399662,0.36857401562694514,0.9683868993315002,351031333.88998735,200.00000000000006
295,846403130.6601197,0.1607219772257208,0.42094375198385814,Retail,China,BBB,715791617.7826842,0.2410829658385812,0.5051325023806298,1288424912.0088317,57263329.42261474,0.3214439544514416,0.6314156279757872,2147374853.3480525,199.99999999999994
296,241948631.93871042,0.07095899951285659,0.2339093750559082,Technology,China,A,50198217.50008882,0.10643849926928488,0.28069125006708984,90356791.50015987,4015857.4000071054,0.14191799902571317,0.35086406258386227,150594652.50026643,199.99999999999997
297,201649613.62186724,0.19736200243832477,0.6459470068249662,Technology,US,AAA,321342257.3868646,0.29604300365748715,0.7751364081899594,578416063.2963563,25707380.59094917,0.39472400487664955,0.9689205102374493,964026772.160594,200.00000000000006
298,391463014.02467924,0.1366347716766989,0.5340596454101281,Services,US,D,357068670.9553354,0.20495215751504836,0.6408715744921537,642723607.7196035,28565493.676426828,0.2732695433533978,0.8010894681151921,1071206012.866006,199.99999999999994
299,629856714.2852417,0.013313364295724772,0.4791561447295078,Real Estate and Construction,Germany,AAA,50224619.36825941,0.01997004644358716,0.5749873736754093,90404314.86286692,4017969.5494607524,0.026626728591449544,0.7187342170942617,150673858.10477823,200.00000000000006
300,586673497.477568,0.09798676734717783,0.4481341334628507,Services,Switzerland,CC,322019326.58874184,0.14698015102076675,0.5377609601554209,579634787.8597354,25761546.127099346,0.19597353469435566,0.6722012001942761,966057979.7662256,200.00000000000006
301,923734149.0731652,0.18296153621602296,0.5768934025289486,Banking and Financial Services,US,A,1218743696.7423093,0.27444230432403444,0.6922720830347383,2193738654.1361566,97499495.73938474,0.3659230724320459,0.865340103793423,3656231090.226928,200.00000000000006
302,682290158.2511657,0.06623246603385685,0.750229772755094,Energy and Utilities,France,A,423783789.6787428,0.09934869905078528,0.9002757273061127,762810821.4217371,33902703.17429943,0.1324649320677137,1.125344659132641,1271351369.0362287,200.00000000000006
303,562409578.5474972,0.1861046140914187,0.45227580257035127,Retail,France,CCC,591729492.2154654,0.2791569211371281,0.5427309630844215,1065113085.9878378,47338359.37723724,0.3722092281828374,0.6784137038555269,1775188476.6463966,200.00000000000006
304,711886569.0577073,0.1269189993062255,0.43256844840453645,Banking and Financial Services,France,BB,488542432.34501386,0.19037849895933823,0.5190821380854437,879376378.221025,39083394.58760111,0.253837998612451,0.6488526726068047,1465627297.0350416,200.0
305,664059764.6020296,0.12077829189042988,0.41676009774008443,Technology,US,BB,417822857.2534329,0.18116743783564482,0.5001121172881013,752081143.0561793,33425828.580274634,0.24155658378085976,0.6251401466101266,1253468571.7602987,199.99999999999997
306,767710840.908734,0.07950714962112249,0.3195144288803096,Energy and Utilities,UK,CCC,243783521.111477,0.11926072443168373,0.3834173146563715,438810338.0006585,19502681.68891816,0.15901429924224497,0.47927164332046446,731350563.3344309,199.99999999999997
307,572853886.5354595,0.19181548602651388,0.6996579186877168,Energy and Utilities,US,C,960999800.055585,0.2877232290397708,0.8395895024252601,1729799640.1000528,76879984.0044468,0.38363097205302776,1.0494868780315751,2882999400.1667557,200.00000000000009
308,807483504.2598283,0.0918170723421979,0.33809694659271267,Technology,South Korea,BBB,313334605.0408336,0.13772560851329685,0.40571633591125517,564002289.0735005,25066768.403266687,0.1836341446843958,0.507145419889069,940003815.1225008,200.0
309,900157247.6304089,0.13053338555304025,0.5326469512795466,Technology,Germany,AA,782329025.1971042,0.19580007832956037,0.639176341535456,1408192245.3547873,62586322.015768334,0.2610667711060805,0.79897042691932,2346987075.5913124,199.99999999999997
